"Name";"Nation";"Position";"Club";"Int Caps";"Int Goals";"Wage";"Value";"Date Of Birth";"Contract End";"Unique ID";"Club ID"
"Nsué, Emilio";"Guinée Éq. / Espagne";"D/WB R, AM R, ST";"Intercity";"46";"24";"2830";"21990";"30.09.1989";"30.06.2026";"1504124";"67290895"
"Macheda, Federico";"Italie";"ST";"Asteras Tripolis";"0";"0";"1670";"116360";"22.08.1991";"30.06.2026";"5006431";"694366"
"Valbuena, Mathieu";"France / Espagne";"AM RLC";"Olympiacos";"52";"8";"2020";"27420";"28.09.1984";"30.06.2026";"8430055";"981"
"Riou, Rémy";"France";"GK";"Paris FC";"0";"0";"2080";"22580";"06.08.1987";"30.06.2026";"8435072";"867"
"Dreyer, Matthieu";"France";"GK";"-";"0";"0";"0";"0";"20.03.1989";"-";"8442413";"-1"
"Podolski, Lukas";"Allemagne / Pologne";"AM/F C";"Górnik";"130";"49";"5010";"32260";"04.06.1985";"30.06.2026";"8708271";"1452"
"Mexer";"Mozambique";"D C";"A. Keçiörengücü";"68";"3";"3140";"17420";"08.09.1988";"30.06.2026";"12013851";"454840"
"Tawfik, Ahmed";"Égypte";"D R, DM";"Pyramids";"5";"0";"2160";"68120";"01.10.1991";"31.07.2026";"12041165";"13208139"
"Jouini, Haythem";"Tunisie";"ST";"Al-Quwa Al-Jawiya";"15";"2";"890";"69600";"07.05.1993";"30.06.2027";"12055793";"135214"
"Keddad, Chouaib";"Algérie";"D C";"CR Belouizdad";"5";"0";"4230";"61650";"25.07.1994";"30.06.2026";"12093925";"5340078"
"Guèye, Idrissa";"Sénégal";"ST";"Udinese";"0";"0";"2080";"12710410";"16.09.2006";"30.06.2029";"12094946";"1178"
"Tetteh, Benjamin";"Ghana";"AM LC, F C";"Maribor";"7";"0";"1010";"634070";"10.07.1997";"30.06.2027";"13129752";"1629"
"Mannaï, Faïssal";"Tunisie / France";"AM RLC";"Bordeaux";"0";"0";"2300";"301040";"03.02.1996";"30.06.2026";"13183669";"851"
"Zola, Arsène";"R.D. Congo";"D LC";"Kuwait SC";"2";"0";"1430";"994070";"23.02.1996";"30.06.2026";"13183916";"135246"
"Moses, Ebiye";"Nigeria";"ST";"-";"0";"0";"0";"0";"23.04.1997";"-";"13187200";"-1"
"Niang, Ousseynou";"Sénégal";"AM RL";"Union SG";"1";"1";"5010";"1788410";"12.10.2001";"30.06.2028";"13194509";"288"
"Malango, Ben";"R.D. Congo";"ST";"Al-Zufli";"21";"6";"12240";"1125230";"11.05.1997";"30.06.2026";"13195048";"23228258"
"Chaalali, Ghaylene";"Tunisie";"DM";"-";"32";"1";"0";"0";"28.02.1994";"-";"13198333";"-1"
"Mondeko, Kévin";"R.D. Congo";"D C";"CS Sfaxien";"7";"0";"1930";"96550";"10.09.1995";"30.06.2027";"13199897";"106857"
"Kabou, Rafik";"Tunisie";"AM RL, ST";"ENPPI";"0";"0";"2510";"288400";"28.10.1992";"31.07.2026";"13202203";"8101334"
"Ben Salem, Mohamed Ali";"Tunisie";"D C";"Al-Hilal Benghazi";"0";"0";"1040";"0";"06.01.1996";"30.06.2026";"13203528";"5341601"
"Ben Abda, Hamza";"Tunisie";"D C";"Club Africain";"0";"0";"2230";"139030";"14.03.1995";"30.06.2027";"13204100";"401149"
"Belhocini, Abdennour Iheb";"Algérie";"AM RL";"CR Belouizdad";"2";"0";"4470";"107270";"18.08.1996";"30.06.2027";"13207050";"5340078"
"Liameed, Quadri";"Nigeria";"DM, AM C";"Sabadell";"0";"0";"2740";"327370";"08.04.2002";"30.06.2027";"13221035";"1675"
"Benbout, Oussama";"Algérie";"GK";"USM Alger";"3";"0";"540";"80450";"11.10.1994";"30.06.2027";"13226888";"5340080"
"Hnid, Nassim";"Tunisie";"D C";"Étoile Sahel";"2";"0";"890";"68460";"12.03.1997";"30.06.2026";"13227947";"131255"
"Ghouma, Azmi";"Tunisie";"D/WB/M L";"Pharco";"0";"0";"1000";"649600";"27.02.1998";"31.07.2027";"13229857";"13153620"
"Dagdoug, Houssem";"Tunisie";"D LC";"Étoile Sahel";"0";"0";"600";"87770";"23.07.1998";"30.06.2027";"13229902";"131255"
"Ben Ali, Houssem";"Tunisie";"D/WB/AM L";"Club Africain";"0";"0";"2830";"87770";"10.06.1996";"30.06.2028";"13229907";"401149"
"Sghaier, Ghaith";"Tunisie";"DM, AM C";"Club Africain";"0";"0";"1410";"83380";"01.06.1995";"30.06.2027";"13233748";"401149"
"Morán, Zacarías";"Argentine";"M C";"Pulpileño";"0";"0";"2990";"278560";"22.02.1996";"30.06.2026";"14110836";"67077458"
"Alberione, Agustín";"Argentine";"D RC";"Tolentino";"0";"0";"3210";"79170";"10.08.1996";"30.06.2026";"14184008";"2228"
"Cruz, Juan Manuel";"Argentine / Italie";"ST";"Trento";"0";"0";"7140";"310140";"19.07.1999";"30.06.2027";"14244914";"700059"
"Barbarouses, Kosta";"Nouvelle-Zélande / Grèce";"AM R, ST";"Western Sydney Wanderers";"69";"9";"1100";"48890";"19.02.1990";"30.06.2026";"15001285";"15035999"
"Beneit, Raul";"Espagne";"AM C";"Mérida";"0";"0";"2700";"220190";"26.07.1994";"30.06.2026";"15090808";"4212284"
"Siebenhandl, Jörg";"Autriche";"GK";"Admira/Wacker";"2";"0";"1500";"93540";"18.01.1990";"30.06.2026";"16003932";"16030340"
"Becirovic, Mirnes";"Autriche";"D R, M RC";"FAC Wien";"0";"0";"1700";"39590";"10.01.1989";"30.06.2026";"16014044";"137947"
"Jäger, Lukas";"Autriche";"D RC, DM";"SCR Altach";"0";"0";"4650";"365690";"12.02.1994";"30.06.2026";"16045709";"137973"
"Lucic, Ivan";"Autriche / Croatie";"GK";"Miedz";"0";"0";"1350";"279130";"23.03.1995";"30.06.2028";"16072229";"710017"
"Rosenberger, Benjamin";"Autriche";"D/M L";"First Vienna FC";"0";"0";"2970";"482130";"15.06.1996";"30.06.2027";"16101285";"101154"
"Gebauer, Christian";"Autriche";"AM RL";"SV Austria Salzburg";"0";"0";"2780";"307770";"20.12.1993";"30.06.2026";"16127230";"16046867"
"Ljubic, Ivan";"Autriche";"DM";"Apollon L.";"0";"0";"1960";"357130";"07.07.1996";"31.05.2027";"16147457";"452"
"Iyobosa Edokpolor, Nosa";"Autriche / Nigeria";"D/WB L";"Kauno Žalgiris";"0";"0";"620";"460140";"22.09.1996";"31.12.2026";"16158551";"47040647"
"Hausjell, Marco";"Autriche";"AM RL";"SKN St. Pölten";"0";"0";"2970";"395850";"06.06.1999";"30.06.2026";"16170420";"160"
"Maier, Thomas";"Autriche";"AM RLC";"SV Kapfenberg";"0";"0";"400";"563890";"18.04.1998";"30.06.2027";"16179031";"137958"
"Unger, Bernhard";"Autriche";"GK";"First Vienna FC";"0";"0";"800";"296890";"23.04.1999";"30.06.2026";"16184591";"101154"
"Meisl, Luca";"Autriche";"D C";"SV Austria Salzburg";"0";"0";"2780";"395850";"04.03.1999";"30.06.2026";"16184659";"16046867"
"Strunz, Oliver";"Autriche";"AM/F C";"SK Rapid";"0";"0";"1920";"413520";"14.06.2000";"30.06.2027";"16191686";"155"
"Kronberger, Luca";"Autriche";"AM RLC";"SCR Altach";"0";"0";"2320";"612510";"15.02.2002";"30.06.2026";"16253987";"137973"
"Vucic, Romeo";"Autriche";"AM RL, ST";"FK Austria Vienna";"0";"0";"1140";"2190420";"30.01.2003";"30.06.2027";"16283571";"152"
"Mpoku, Paul-José";"R.D. Congo / Belgique";"AM C";"-";"21";"6";"0";"0";"19.04.1992";"-";"18018649";"-1"
"H'Maidat, Ismail";"Maroc / Pays-Bas";"DM, AM LC";"Bremer SV";"1";"0";"2640";"150420";"16.06.1995";"30.06.2026";"18054819";"879487"
"Diagne, Diawandou";"Sénégal";"D RC, DM";"Buru SC";"2";"0";"430";"9300";"08.11.1994";"31.12.2025";"18075184";"2000087702"
"Hafez, Karim";"Égypte";"D/WB L";"Pyramids";"7";"0";"7270";"297730";"12.03.1996";"31.07.2027";"18089595";"13208139"
"Al-Ahrak, Abdullah";"Qatar";"DM, AM C";"Qatar SC";"35";"1";"12500";"5131000";"10.05.1997";"30.06.2028";"18093608";"5624425"
"Haghnazari, Siavash";"Iran";"AM C";"OKMK";"0";"0";"3440";"344600";"03.08.1995";"31.12.2026";"20031868";"59016347"
"Akinola, Ayo";"Canada / États-Unis / Nigeria";"AM RL, ST";"Vaduz";"4";"0";"4560";"154310";"20.01.2000";"30.06.2026";"20042816";"5720002"
"Metcalfe, Patrick";"Canada / Philippines";"D/WB R, DM";"-";"0";"0";"0";"0";"11.11.1998";"-";"20045118";"-1"
"Al-Ghamdi, Ahmed";"Arabie saoudite / Canada";"AM RLC";"Al-Ittihad";"2";"0";"16660";"3214930";"20.09.2001";"30.06.2027";"20503466";"106063"
"Al-Sheeb, Saad";"Qatar";"GK";"Al Sadd";"88";"0";"16560";"267590";"19.02.1990";"30.06.2026";"23046614";"102853"
"Ansarifard, Karim";"Iran";"ST";"-";"104";"30";"0";"0";"03.04.1990";"-";"23055737";"-1"
"Nariman Jahan, Saman";"Iran";"AM RLC";"Mes Rafsanjan";"0";"0";"5590";"71390";"18.04.1991";"30.06.2026";"23062357";"23021294"
"Ali, Al-Mahdi";"Qatar";"D C";"Al-Wakrah";"46";"3";"13370";"1071680";"02.03.1992";"30.06.2026";"23117276";"135411"
"Rigi, Masoud";"Iran";"DM";"Fajr Sepasi";"0";"0";"5080";"55390";"22.02.1991";"30.06.2026";"23118324";"5512203"
"Bagheri, Farshid";"Iran";"D C, DM";"-";"0";"0";"0";"0";"05.06.1992";"-";"23123620";"-1"
"Fakhreddini, Seyed Milad";"Iran";"D/WB/AM R";"Mes Rafsanjan";"2";"0";"5590";"39090";"26.05.1990";"30.06.2026";"23123629";"23021294"
"Zendehrouh, Ahmad";"Iran";"D L, DM";"Mes Rafsanjan";"0";"0";"5590";"169100";"09.07.1992";"30.06.2026";"23123638";"23021294"
"Ansari, Sasan";"Iran";"ST";"Foolad";"0";"0";"6350";"62670";"04.05.1991";"30.06.2026";"23127722";"5512198"
"Lak, Hamed";"Iran";"GK";"Foolad";"3";"0";"6350";"144790";"24.11.1990";"30.06.2026";"23127763";"5512198"
"Mahmoudabadi, Amir Reza";"Iran";"AM RL";"Chadormalu";"0";"0";"5080";"390870";"10.05.1995";"30.06.2026";"23128153";"2000192152"
"Ghanbari, Mehrdad";"Iran";"D/M L";"Kheybar";"0";"0";"5080";"39090";"22.11.1989";"30.06.2026";"23134296";"1023074"
"Luiz Ceará";"Qatar / Brésil";"DM";"Al-Duhail";"24";"0";"15040";"450250";"13.01.1989";"30.06.2026";"23155558";"23404990"
"Mohammad, Ismaeel";"Qatar / Niger / Arabie saoudite";"D/WB/AM R";"Al-Duhail";"92";"4";"16460";"607620";"05.04.1990";"30.06.2027";"23155571";"23404990"
"N'Diaye, Khalifa";"Qatar / Sénégal";"GK";"Al-Gharafa";"0";"0";"14550";"740130";"07.07.1989";"30.06.2026";"23155704";"1026831"
"Ali Asad";"Qatar / Bahreïn / Irak";"AM RC";"Al Sadd";"74";"12";"16560";"709870";"19.01.1993";"30.06.2027";"23155762";"102853"
"Ahmed Alaaeldin";"Qatar / Égypte";"ST";"Al Rayyan";"68";"6";"15140";"3176270";"31.01.1993";"30.06.2027";"23155788";"3400801"
"Al-Marafi, Abdullah";"Qatar";"DM";"Al Arabi";"8";"0";"13960";"2090710";"13.04.1992";"30.06.2028";"23155796";"102859"
"Al-Kassar, Ahmed";"Arabie saoudite";"GK";"Al-Qadsiah";"8";"0";"12880";"1348730";"08.05.1991";"30.06.2028";"23167217";"1104149"
"Fathi, Ahmed";"Qatar / Égypte";"DM";"Al Arabi";"45";"0";"13960";"898270";"02.04.1991";"30.06.2027";"23181497";"102859"
"Gerami, Fariborz";"Iran";"D C";"Paykan";"0";"0";"2010";"347999990";"02.05.1993";"30.06.2027";"23191371";"5622727"
"Al-Kuwaykibi, Mohammed";"Arabie saoudite";"AM R";"Al-Taawun";"9";"0";"14310";"3209280";"02.12.1994";"30.06.2027";"23227533";"7920352"
"Haddad, Ehsan";"Jordanie";"D/WB R, DM, M R";"Al-Hussein";"88";"2";"2730";"75300";"05.02.1994";"30.06.2026";"23233197";"135254"
"Abulaila, Yazid";"Jordanie";"GK";"Al-Hussein";"59";"0";"600";"77840";"08.01.1993";"30.06.2026";"23236687";"135254"
"Al-Mardi, Mahmoud";"Jordanie";"AM L";"Al-Hussein";"74";"9";"2320";"75960";"06.10.1993";"30.06.2026";"23243726";"135254"
"Muntari, Mohammed";"Qatar / Ghana";"ST";"Al-Gharafa";"66";"16";"14550";"3316300";"20.12.1993";"30.06.2026";"23245775";"1026831"
"Hamzi, Mansour";"Arabie saoudite";"DM, AM RLC, ST";"Al-Khaleej";"3";"0";"3550";"952830";"17.01.1992";"30.06.2027";"23248113";"7920260"
"Al-Sulayhim, Abdulmajeed";"Arabie saoudite";"DM";"Al-Ula";"3";"0";"26350";"509360";"15.05.1994";"30.06.2026";"23248146";"1031640"
"Al-Baqawi, Mohammed";"Arabie saoudite";"D/WB R";"Fayha";"0";"0";"12590";"1350270";"12.07.1995";"30.06.2026";"23248156";"7920365"
"Mahdi Kamel";"Irak";"AM C";"Zakho SC";"54";"3";"680";"107560";"06.01.1995";"30.06.2026";"23252210";"145742"
"Dhurgham Ismail";"Irak";"D/WB/M L";"Al-Zawra'a";"72";"4";"850";"347999990";"23.05.1994";"30.06.2027";"23252216";"135215"
"Azarbad, Mohsen";"Iran";"AM RC";"Paykan";"0";"0";"2240";"43430";"12.11.1989";"30.06.2026";"23253249";"5622727"
"Al-Bishi, Abdulaziz";"Arabie saoudite";"AM RL";"Al-Ittihad";"22";"1";"21960";"1814130";"11.03.1994";"30.06.2026";"23254049";"106063"
"Pahlevan, Ehsan";"Iran";"AM RL";"Zob Ahan";"1";"0";"6000";"246290";"25.07.1993";"30.06.2026";"23255639";"104395"
"Ramezani, Arman";"Iran";"ST";"Mes Rafsanjan";"0";"0";"5590";"173960";"22.06.1992";"30.06.2026";"23255722";"23021294"
"Jafari, Reza";"Iran";"AM R, ST";"Gol Gohar";"0";"0";"5880";"510400";"11.01.1997";"30.06.2027";"23260443";"23023168"
"Sohrabian, Armin";"Iran";"D LC";"Esteghlal";"1";"0";"6350";"161240";"03.02.1995";"30.06.2026";"23260482";"102856"
"Soleimani, Mohammad Reza";"Iran";"AM/F C";"Foolad";"0";"0";"6350";"361920";"03.08.1995";"30.06.2026";"23260540";"5512198"
"Ashouri, Ali Asghar";"Iran";"AM C";"Gol Gohar";"0";"0";"5880";"39810";"08.12.1988";"30.06.2026";"23288297";"23023168"
"Akvan, Arman";"Iran";"D C";"Gol Gohar";"0";"0";"5880";"205360";"03.05.1993";"30.06.2026";"23288431";"23023168"
"Al-Ammar, Abdullah";"Arabie saoudite";"D/WB L";"Al HazmAl-Hazm";"0";"0";"12460";"347999990";"01.03.1994";"30.06.2028";"23293811";"7920356"
"Mohammadi, Hadi";"Iran";"D C";"Sepahan FC";"0";"0";"7690";"25520";"09.03.1991";"30.06.2026";"23309026";"5512191"
"Alekasir, Issa";"Iran";"ST";"Malavan";"0";"0";"5590";"43430";"07.02.1990";"30.06.2026";"23309329";"5410231"
"Mehdipour, Mehdi";"Iran";"DM";"Aluminium Arak";"3";"0";"3130";"358560";"25.10.1994";"30.06.2026";"23309431";"23114195"
"Soleimanzadeh, Ramtin";"Iran";"D C, DM";"Havadar";"0";"0";"6350";"39090";"08.11.1988";"30.06.2026";"23309830";"2000030206"
"Hazazi, Ali";"Arabie saoudite";"DM";"Al-Qadsiah";"8";"0";"21960";"2175350";"18.02.1994";"30.06.2027";"23311456";"1104149"
"Hussein Ali";"Irak";"AM RLC";"Al-Shorta";"51";"6";"1480";"5590";"29.11.1996";"31.07.2025";"23320669";"102849"
"Ghaseminejad, Amin";"Iran";"AM LC, F C";"Havadar";"0";"0";"6350";"43430";"22.11.1986";"30.06.2026";"23338933";"2000030206"
"Al-Hajji, Ala'a";"Arabie saoudite";"DM";"Neom SC";"0";"0";"5900";"3015030";"03.12.1995";"30.06.2028";"23339708";"2000326380"
"Al-Hamsal, Saeed";"Arabie saoudite";"D/WB R";"Al-Khaleej";"0";"0";"6220";"2726510";"18.04.1996";"30.06.2027";"23339725";"7920260"
"Sharahili, Riyadh";"Arabie saoudite";"DM";"Damac";"8";"0";"2830";"894300";"28.04.1993";"30.06.2026";"23339730";"7920502"
"Sadeghian, Sirous";"Iran";"D C";"Chadormalu";"0";"0";"5080";"139640";"04.04.1992";"30.06.2026";"23340487";"2000192152"
"Shojaeian, Dariush";"Iran";"AM RLC";"Shams Azar";"3";"0";"5080";"155870";"07.04.1992";"30.06.2026";"23343768";"2000088962"
"Shiri, Mehdi";"Iran";"D/WB/M R";"Tractor";"0";"0";"7690";"21890";"31.01.1991";"30.06.2026";"23344473";"5512156"
"Hosseini, Seyed Mehdi";"Iran";"AM C";"Tractor";"0";"0";"7690";"122480";"16.09.1993";"30.06.2026";"23344647";"5512156"
"Moridi, Sina";"Iran";"D L, DM";"Foolad";"0";"0";"6350";"325730";"05.05.1996";"30.06.2026";"23345341";"5512198"
"Najarian, Mojtaba";"Iran";"D/WB/M R";"Gol Gohar";"0";"0";"5880";"459360";"25.01.1998";"30.06.2027";"23345396";"23023168"
"Motlaghzadeh, Mahmoud";"Iran";"DM, AM C";"Fajr Sepasi";"0";"0";"5080";"320800";"11.05.1994";"30.06.2026";"23345482";"5512203"
"Emamali, Faraz";"Iran";"AM RL";"Paykan";"0";"0";"2910";"390870";"21.01.1995";"30.06.2026";"23348094";"5622727"
"Faraji, Farshad";"Iran";"D RLC";"Tractor";"0";"0";"6350";"174310";"07.04.1994";"30.06.2028";"23349128";"5512156"
"Akbar Monadi, Mohammad Hossein";"Iran";"GK";"Havadar";"0";"0";"6350";"325730";"31.01.1996";"30.06.2026";"23349233";"2000030206"
"Teymouri, Meysam";"Iran";"D L";"Sanat Naft";"0";"0";"6350";"347999990";"06.07.1992";"30.06.2027";"23356339";"5512194"
"Shoushtari, Hasan";"Iran";"M C";"Zob Ahan";"0";"0";"6000";"232110";"16.07.1993";"30.06.2026";"23356561";"104395"
"Mousavi, Mehran";"Iran";"D C";"Fajr Sepasi";"0";"0";"5080";"64680";"20.04.1991";"30.06.2026";"23358345";"5512203"
"Shehata, Hazem";"Qatar / Égypte";"D/WB/AM L";"Al Rayyan";"13";"1";"15140";"4739430";"02.02.1998";"30.06.2026";"23359979";"3400801"
"Al-Naji, Sami";"Arabie saoudite";"DM, AM C";"Al Nassr";"21";"2";"11180";"653260";"07.02.1997";"30.06.2026";"23374866";"102862"
"Kanabah, Majed";"Arabie saoudite";"DM";"Al-Khaleej";"0";"0";"2790";"347999990";"27.02.1993";"30.06.2027";"23374870";"7920260"
"Ghoreishi, Mohammad";"Iran";"D C";"Foolad";"0";"0";"6350";"375840";"13.02.1995";"30.06.2027";"23383655";"5512198"
"Abarghouei, Hossein";"Iran";"D C, DM";"Persepolis";"0";"0";"6350";"375840";"08.07.1996";"30.06.2028";"23383738";"102860"
"Tavakoli, Shahin";"Iran";"D C, DM";"Paykan";"0";"0";"2240";"249520";"30.08.1993";"30.06.2026";"23384058";"5622727"
"Ala'a Mhawi";"Irak";"D/WB R";"Deyala";"48";"0";"2230";"113230";"03.06.1996";"30.06.2026";"23384187";"5622895"
"Pourhamidi, Hossein";"Iran";"GK";"Kheybar";"1";"0";"5080";"417600";"26.03.1998";"30.06.2027";"23384682";"1023074"
"Gholami, Aref";"Iran";"D C";"Esteghlal";"1";"0";"6350";"179150";"19.04.1997";"30.06.2026";"23390768";"102856"
"Eslamikhah, Ghaem";"Iran";"AM C";"Malavan";"0";"0";"5590";"371330";"17.01.1995";"30.06.2026";"23394218";"5410231"
"Suhail, Ahmed";"Qatar / Irak";"D C";"Al Sadd";"14";"1";"16560";"1237740";"08.02.1999";"30.06.2030";"23400728";"102853"
"Surag, Amro";"Qatar / Soudan";"D/WB/AM R";"Al-Gharafa";"5";"2";"14550";"6076190";"08.04.1998";"30.06.2028";"23414123";"1026831"
"Al-Safari, Abdulrahman";"Arabie saoudite";"DM";"Al-Kholood";"0";"0";"3250";"347999990";"31.03.1993";"30.06.2027";"23431301";"1031631"
"Al-Nabit, Sumayhan";"Arabie saoudite";"AM RL";"Al-Ula";"3";"1";"12240";"1947510";"27.03.1996";"30.06.2028";"23432294";"1031640"
"Bamasud, Ahmed";"Arabie saoudite";"D/WB L";"Fayha";"6";"0";"12590";"2596680";"22.11.1995";"30.06.2028";"23432395";"7920365"
"Hosseini, Ehsan";"Iran";"D C, DM";"Kheybar";"0";"0";"5080";"390870";"03.10.1998";"30.06.2026";"23437191";"1023074"
"Eydi, Majid";"Iran";"D R";"Gol Gohar";"0";"0";"5880";"358300";"19.09.1996";"30.06.2026";"23462043";"23023168"
"Bagheri, Milad";"Iran";"D C";"Paykan";"0";"0";"2400";"343330";"11.11.1994";"30.06.2026";"23462118";"5622727"
"Mohammadfar, Saeid";"Iran";"D R";"Chadormalu";"0";"0";"5080";"451010";"02.01.1995";"30.06.2027";"23462198";"2000192152"
"Mosleh, Shayan";"Iran";"D LC";"Zob Ahan";"0";"0";"6000";"215770";"25.06.1993";"30.06.2026";"23462291";"104395"
"Safarzadeh, Abouazar";"Iran";"AM L";"Malavan";"0";"0";"5590";"434300";"24.12.1995";"30.06.2026";"23463659";"5410231"
"Kazemian, Mohammad Amin";"Iran";"AM L";"Persepolis";"0";"0";"6350";"889630";"22.07.1996";"30.06.2028";"23463917";"102860"
"Far Abbasi, Habib";"Iran";"GK";"Esteghlal";"0";"0";"6350";"191400";"04.09.1997";"30.06.2027";"23465780";"102856"
"Al-Rashidi, Fahad";"Arabie saoudite";"AM R";"Al-Taawun";"1";"0";"14310";"3606490";"16.05.1997";"30.06.2028";"23470653";"7920352"
"Al-Shamrani, Hamdan";"Arabie saoudite";"D/WB L";"Al-Ula";"6";"0";"12240";"1367150";"14.12.1996";"30.06.2026";"23470658";"1031640"
"Al-Ghamdi, Hamed";"Arabie saoudite";"AM C";"Al-Ittihad";"3";"0";"16660";"3125630";"02.04.1999";"30.06.2030";"23470665";"106063"
"Mohammadi, Mohammad Javad";"Iran";"AM RL, ST";"Zob Ahan";"0";"0";"6000";"510400";"20.06.1996";"30.06.2028";"23470684";"104395"
"Al-Mufarrij, Muteb";"Arabie saoudite";"D C";"Al-Taawun";"3";"0";"14310";"1687840";"19.08.1996";"30.06.2026";"23470937";"7920352"
"Najjar, Raghid";"Arabie saoudite";"GK";"Al Nassr";"1";"0";"16660";"515730";"20.09.1996";"30.06.2026";"23470996";"102862"
"Al-Jumayah, Fahad";"Arabie saoudite";"D/WB R";"Al-Ula";"0";"0";"12240";"1230440";"10.05.1995";"30.06.2026";"23471017";"1031640"
"Al-Qahtani, Hussain";"Arabie saoudite";"DM";"Al-Diriyah";"2";"0";"12240";"1297610";"20.12.1994";"30.06.2026";"23471188";"1031614"
"Camara, Haroune";"Arabie saoudite / Guinée-Bissau";"ST";"Al-Shabab";"13";"0";"32940";"881590";"01.01.1998";"30.06.2028";"23471216";"1535"
"Tanker, Sultan";"Arabie saoudite";"D C";"Al HazmAl-Hazm";"0";"0";"12460";"1350270";"01.09.1998";"30.06.2026";"23471733";"7920356"
"Karimi, Saeid";"Iran";"D RC, DM";"Malavan";"0";"0";"5590";"390870";"22.03.1997";"30.06.2026";"23485536";"5410231"
"Jeddi, Amir Hossein";"Iran";"D R";"Zob Ahan";"0";"0";"6000";"459360";"18.10.1998";"30.06.2028";"23486292";"104395"
"Babaei, Esmaeil";"Iran";"AM R";"Kheybar";"0";"0";"5080";"556800";"14.04.1997";"30.06.2027";"23486314";"1023074"
"Šunjic, Ivan";"Bosnie / Croatie";"DM";"Pafos";"5";"0";"1980";"321420";"09.10.1996";"31.05.2027";"24039617";"26031118"
"Butic, Karlo";"Croatie";"ST";"Casertana";"0";"0";"1990";"413520";"21.08.1998";"30.06.2028";"24050211";"2191"
"Semedo, Willy";"Cap-Vert / France";"AM RL";"Omonia";"29";"0";"2110";"113550";"27.04.1994";"31.05.2026";"26035289";"460"
"Sørensen, Lasse";"Danemark";"D/WB R";"Huddersfield";"0";"0";"5800";"657720";"21.10.1999";"30.06.2027";"27119378";"664"
"Ross, Mathias";"Danemark";"D C";"Plymouth";"0";"0";"9280";"1096200";"15.01.2001";"30.06.2028";"27132246";"697"
"Hoilett, Junior";"Canada / Jamaïque / Angleterre";"AM RL";"Swindon";"65";"17";"2320";"69670";"05.06.1990";"30.06.2026";"28000482";"725"
"Waghorn, Martyn";"Angleterre";"AM RL, ST";"Anstey";"0";"0";"0";"0";"23.01.1990";"-";"28005574";"7940460"
"Collins, James";"Irlande / Angleterre";"ST";"Lincoln";"14";"2";"4640";"347999990";"01.12.1990";"30.06.2027";"28011171";"675"
"Wickham, Connor";"Angleterre / Irlande du Nord / Irlande";"ST";"Dubai City";"0";"0";"14900";"1001340";"31.03.1993";"30.06.2026";"28030306";"2000017205"
"Wells, Nahki";"Bermudes";"ST";"Luton";"28";"20";"11600";"85500";"01.06.1990";"30.06.2026";"28030709";"677"
"Thiam, Demba";"France / Mali";"D/WB RL";"US Boulogne CO";"0";"0";"2080";"40640";"02.12.1989";"30.06.2026";"28033161";"2002"
"Thorpe, Tom";"Angleterre";"D C, DM";"-";"0";"0";"0";"0";"13.01.1993";"-";"28037202";"-1"
"Husband, James";"Angleterre";"D LC";"Blackpool";"0";"0";"4640";"403230";"03.01.1994";"30.06.2026";"28059579";"613"
"Bonham, Jack";"Irlande / Angleterre";"GK";"Bolton";"0";"0";"5800";"347999990";"14.09.1993";"30.06.2027";"28059855";"614"
"Honeyman, George";"Angleterre";"AM RLC";"Blackpool";"0";"0";"9860";"650510";"08.09.1994";"30.06.2027";"28064015";"613"
"Pennington, Matthew";"Angleterre";"D C";"Bradford";"0";"0";"4640";"627490";"06.10.1994";"30.06.2027";"28066142";"616"
"Gillesphey, Macaulay";"Angleterre";"D LC";"Charlton";"0";"0";"9280";"602910";"24.11.1995";"30.06.2027";"28086156";"628"
"Collar, Will";"Angleterre";"DM, AM C";"MK Dons";"0";"0";"5800";"771400";"03.02.1997";"30.06.2027";"28093442";"151027"
"Green, Kieran";"Angleterre";"DM, AM C";"Grimsby";"0";"0";"1970";"661860";"30.06.1997";"30.06.2026";"28093742";"658"
"Browne, Marcus";"Angleterre";"AM RLC, F C";"AFC Wimbledon";"0";"0";"4060";"893200";"18.12.1997";"30.06.2027";"28101280";"5110769"
"Brown, Morgan";"Angleterre";"DM";"Apollon L.";"0";"0";"1960";"357130";"29.11.1999";"31.05.2027";"28111082";"452"
"Hungbo, Joseph";"Angleterre / Nigeria / Togo";"AM RL";"Wigan";"0";"0";"4640";"812000";"15.01.2000";"30.06.2028";"28111509";"737"
"Street, Rob";"Angleterre";"AM RL, ST";"Lincoln";"0";"0";"2900";"812000";"26.09.2001";"30.06.2028";"28122954";"675"
"Marschall, Filip";"Angleterre / Pologne";"GK";"Stevenage";"0";"0";"5800";"1716800";"24.04.2003";"30.06.2027";"28127072";"719"
"Revan, Seb";"Angleterre / Saint-Kitts";"D LC";"Burton";"0";"0";"9280";"3514800";"14.07.2003";"30.06.2027";"28127074";"4001706"
"Yfeko, Johnly";"Angleterre / R.D. Congo";"D LC";"Exeter";"0";"0";"3360";"2030000";"23.06.2003";"30.06.2027";"28127128";"651"
"Savage, Charlie";"Pays de Galles / Angleterre";"DM, AM C";"Reading";"2";"0";"2320";"694260";"02.05.2003";"30.06.2027";"28127216";"702"
"Grant, Kamarl";"Angleterre";"D C";"Blackpool";"0";"0";"2320";"2105400";"26.01.2003";"30.06.2028";"28129873";"613"
